ms_accelerometer_x,ms_accelerometer_y,ms_accelerometer_z,outcome
0.4173312683316115,0.5248198771595127,0.5238073346705131,1
0.4276780133343144,0.5397026463516601,0.5568548266320326,1
0.4238338428572378,0.5371534940383542,0.5640849217664697,1
0.406659400242882,0.5235529319224933,0.5607068002577523,1
0.3970011689741367,0.5208969304783645,0.5595298099339816,1
0.3739935357040035,0.5191262626405355,0.569740596060938,1
0.3515214109398131,0.5010227087290042,0.5402852280038397,1
0.3697286131879435,0.5135547640934802,0.4842023152627072,1
0.4163367566755235,0.4993894201403909,0.4054814185191465,1
0.5623195040135427,0.6955214423402211,0.7831277308857718,1
0.8424273876733862,0.7228294056991023,0.5939835739263473,1
0.8424273876733862,0.7228294056991023,0.5939835739263473,1
0.3458029704840455,0.5596989863862892,0.4396753290336218,1
0.507678783855786,0.5846715150756085,0.5130921215252464,1
0.3511006557673549,0.5986994712138453,0.5228443411075585,1
0.3453248413866354,0.5531047732956001,0.5247703282334677,1
0.340447912059153,0.5433966304309796,0.5354855432570303,1
0.3454395931533825,0.5444498724045214,0.5351798293054738,1
0.3598791271467594,0.546586880030139,0.5284388749908904,1
0.3640101746122607,0.54744168683176,0.5285153047309767,1
0.363512919254238,0.5470448121113155,0.5332385566072064,1
0.3600895062997259,0.5462510632956554,0.5337888390903939,1
0.3891407046783909,0.5324062742377828,0.52503018546795,1
0.3959684054235186,0.5324215360770498,0.5262683193333502,1
0.4369346114610228,0.5537000850636524,0.5336818407099859,1
0.4444317007762119,0.553226886766606,0.5338958380969006,1
0.426874754883928,0.5349859527305387,0.533972265958691,1
0.4150936178887825,0.5510593429578747,0.5342321213148773,1
0.4234895914738399,0.5525552570490128,0.535042259154251,1
0.3888729508171038,0.5380083008399751,0.5335748404512819,1
0.3816436208467827,0.5350775400220946,0.5290044424203371,1
