ms_accelerometer_x,ms_accelerometer_y,ms_accelerometer_z,outcome
0.4114153184530865,0.7457374003784252,0.3497165957448328,0
0.378556132861467,0.6930235864999155,0.3188397104581664,0
0.4356327105087699,0.6652586941199394,0.3290143395037104,0
0.5525390046943514,0.5435533088060502,0.3683839244758144,0
0.6119863339280998,0.5008843087766237,0.3788907888754245,0
0.6057662883686099,0.4679853926147967,0.406922931694203,0
0.6582543123352426,0.4076821627340549,0.42295316462833,0
0.6536657544779638,0.3940486885457955,0.4292863523731738,0
0.5962832674046978,0.4151857230236223,0.4219357020639819,0
0.5811920113800052,0.4421092633189658,0.4098507332557623,0
0.5355868335966598,0.5761775020194808,0.3686538654883641,0
0.5355868335966598,0.5761775020194808,0.3686538654883641,0
0.4963036628282417,0.7007332007812017,0.5004257045081097,0
0.4963036628282417,0.7007332007812017,0.5004257045081097,0
0.4441980240778349,0.6434863580326553,0.4029984319802443,0
0.4441980240778349,0.6434863580326553,0.4029984319802443,0
0.3206892949399291,0.5522244797808018,0.4137129395637722,0
0.3206892949399291,0.5522244797808018,0.4137129395637722,0
0.4182216804928941,0.5157884093929866,0.409331619554985,0
0.4182216804928941,0.5157884093929866,0.409331619554985,0
0.4469766496781375,0.4861175784258184,0.4097469105156068,0
0.4469766496781375,0.4861175784258184,0.4097469105156068,0
0.4474355054638653,0.4483937117333224,0.415457161819518,0
0.4356072217111387,0.4151342112839645,0.4128408284784251,0
0.4358366480377745,0.4078366979530284,0.4098922623348142,0
0.4365504220802256,0.3911811932651379,0.4064661114844262,0
0.4299225077276394,0.3754185601379341,0.4013372679676538,0
0.3912766414763225,0.4042995493535102,0.4023339663752081,0
0.3840878983968976,0.7478665621306048,0.3122365851028368,0
0.5616396467069504,0.4298322673329457,0.4000706302485819,0
0.5908534779428344,0.430364556434704,0.4036006032437641,0
