ms_accelerometer_x,ms_accelerometer_y,ms_accelerometer_z,outcome
0.5109870542364463,0.6790982138602125,0.4000706302485819,0
0.369455490848868,0.6822232819053343,0.3500280631998348,0
0.2734016602123272,0.5719020177815584,0.3460205084746814,0
0.3816661504204514,0.5146551469006618,0.3937997359947384,0
0.4140409956053203,0.4435515955459289,0.4087086831140523,0
0.4116192518054826,0.4259688760276537,0.4097261460186067,0
0.4280360986362485,0.4233417702720168,0.4155194554806216,0
0.4392525771110263,0.4283727642447733,0.4232231035996412,0
0.4447078637237378,0.4329058090095877,0.4167237993684867,0
0.4393290529012889,0.4293171486000808,0.4145435215700674,0
0.4451922114395532,0.4434485720666131,0.4096223231933996,0
0.4111094132037318,0.4315836711231498,0.3911626389221098,0
0.1741613174318013,0.5688456348692154,0.3004838491821867,0
0.3087080669157422,0.6316729582792184,0.3067547374824184,0
0.3476598384164138,0.6098147481932421,0.3656222395706691,0
0.4194962769972711,0.5473136756473944,0.4032060769502457,0
0.4661721237798495,0.4908051565810035,0.4189871354951129,0
0.5093045826740601,0.4686035363039258,0.4313212790327986,0
0.5305139207145008,0.455382156032929,0.4336469077999093,0
0.5184052257308112,0.4402376653288984,0.4385681088982282,0
0.5439482012835032,0.4231357233133855,0.403642132748074,0
0.5924594674500453,0.4221569974466517,0.393571325677221,0
0.5814214324858804,0.4349319426406138,0.4024377888602088,0
0.5314061382675647,0.4762272920593122,0.4274383070370662,0
0.4964821063388543,0.6258005974523456,0.3856807972553033,0
0.4685683713685759,0.6525695976055544,0.4095185004532442,0
0.4590853488384355,0.6563471392466371,0.4978508949728697,0
0.4358876339862538,0.6033070815370594,0.4533109366394771,0
0.3846487187705192,0.520269941996158,0.4163915665659686,0
0.4007851501937137,0.4967977016207553,0.4195270136078388,0
0.4105231009000226,0.4890537518061673,0.4215204104229474,0
