a1_x,a1_y,a1_z,label
0.6103494029190624,0.735310119695321,0.5308605341246291,0
0.6094648385670057,0.7372143634385201,0.5311572700296736,0
0.6076957098628926,0.7388465723612623,0.5317507418397626,0
0.6037151702786377,0.7412948857453754,0.5308605341246291,0
0.6001769128704113,0.7421109902067464,0.5305637982195845,0
0.5948695267580717,0.7429270946681176,0.5296735905044511,0
0.5908889871738169,0.7431991294885746,0.5317507418397626,0
0.5869084475895622,0.7445593035908596,0.5320474777448071,0
0.5833701901813357,0.7445593035908596,0.5314540059347181,0
0.5816010614772225,0.7445593035908596,0.5320474777448071,0
0.5802742149491376,0.7445593035908596,0.5317507418397626,0
0.5798319327731093,0.7442872687704026,0.5314540059347181,0
0.5789473684210527,0.7434711643090316,0.5329376854599407,0
0.5785050862450243,0.7423830250272034,0.5344213649851632,0
0.5758513931888545,0.7421109902067464,0.5356083086053413,0
0.5762936753648827,0.7410228509249184,0.5332344213649851,0
0.5767359575409111,0.7383025027203483,0.5382789317507418,0
0.5767359575409111,0.7383025027203483,0.5397626112759644,0
0.5767359575409111,0.7366702937976061,0.5379821958456973,0
0.5767359575409111,0.736126224156692,0.5385756676557863,0
0.5776205218929678,0.735038084874864,0.5397626112759644,0
0.5758513931888545,0.736126224156692,0.5385756676557863,0
0.5771782397169394,0.735854189336235,0.5394658753709198,0
0.5785050862450243,0.735310119695321,0.5388724035608309,0
0.5793896505970809,0.735310119695321,0.5403560830860534,0
0.5816010614772225,0.7363982589771491,0.5394658753709198,0
0.5842547545333923,0.7363982589771491,0.5391691394658754,0
0.5860238832375055,0.7372143634385201,0.5400593471810089,0
0.5877930119416187,0.7380304678998912,0.5382789317507418,0
0.5877930119416187,0.7393906420021763,0.5391691394658754,0
0.5891198584697037,0.7393906420021763,0.5394658753709198,0
0.5908889871738169,0.7396626768226333,0.5388724035608309,0
0.5913312693498453,0.7396626768226333,0.5400593471810089,0
0.5935426802299867,0.7407508161044614,0.540652818991098,0
0.5948695267580717,0.7396626768226333,0.5409495548961424,0
0.5975232198142415,0.7385745375408053,0.5427299703264095,0
0.5979655019902698,0.7396626768226333,0.5421364985163205,0
0.5979655019902698,0.7393906420021763,0.5427299703264095,0
0.6001769128704113,0.7385745375408053,0.5427299703264095,0
0.6015037593984962,0.7385745375408053,0.541839762611276,0
0.6023883237505528,0.7383025027203483,0.542433234421365,0
