a1_x,a1_y,a1_z,label
0.6824413976116762,0.7674102285092492,0.472106824925816,1
0.7019018133569217,0.7731229597388466,0.458753709198813,1
0.7049977885891199,0.7733949945593036,0.4504451038575667,1
0.6992481203007519,0.7668661588683352,0.4516320474777448,1
0.6873065015479877,0.7557127312295974,0.4614243323442136,1
0.670499778858912,0.7412948857453754,0.4759643916913946,1
0.6559044670499778,0.7236126224156693,0.4842729970326409,1
0.6368863334807607,0.7108269858541894,0.4934718100890207,1
0.6231755860238832,0.6991294885745375,0.4952522255192878,1
0.6063688633348077,0.691512513601741,0.4922848664688427,1
0.5931003980539584,0.6838955386289445,0.4869436201780415,1
0.5824856258292791,0.6800870511425462,0.4857566765578635,1
0.5696594427244582,0.6781828073993471,0.4839762611275964,1
0.5555064130915525,0.6776387377584331,0.4845697329376854,1
0.5497567448031845,0.675734494015234,0.4893175074183976,1
0.5497567448031845,0.676278563656148,0.4952522255192878,1
0.5537372843874392,0.6773667029379761,0.5002967359050445,1
0.5594869526758072,0.6795429815016322,0.5035608308605342,1
0.5647943387881469,0.6841675734494015,0.5050445103857567,1
0.5692171605484299,0.690152339499456,0.5050445103857567,1
0.5736399823087129,0.6974972796517954,0.5038575667655787,1
0.5798319327731093,0.705930359085963,0.5041543026706231,1
0.5846970367094206,0.7140914036996736,0.5044510385756676,1
0.5917735515258735,0.721164309031556,0.5077151335311573,1
0.5957540911101282,0.7285092491838956,0.5091988130563798,1
0.5970809376382131,0.7363982589771491,0.5118694362017804,1
0.5979655019902698,0.7442872687704026,0.513946587537092,1
0.5970809376382131,0.751088139281828,0.5154302670623145,1
0.5992923485183547,0.7548966267682263,0.5175074183976262,1
0.5984077841662981,0.7600652883569097,0.5189910979228487,1
0.5984077841662981,0.764417845484222,0.5228486646884273,1
0.6010614772224679,0.763873775843308,0.5252225519287834,1
0.6032728881026095,0.7630576713819369,0.5293768545994065,1
0.605484298982751,0.7608813928182807,0.5332344213649851,1
0.6090225563909775,0.7578890097932536,0.5364985163204747,1
0.616983635559487,0.7540805223068553,0.5412462908011869,1
0.6231755860238832,0.7475516866158868,0.5462908011869436,1
0.6253869969040248,0.7442872687704026,0.5477744807121662,1
0.628482972136223,0.7407508161044614,0.5486646884272997,1
0.6275984077841663,0.7380304678998912,0.5504451038575667,1
0.6280406899601946,0.7383025027203483,0.5501483679525223,1
0.628482972136223,0.7383025027203483,0.5489614243323442,1
0.6262715612560814,0.7407508161044614,0.5498516320474778,1
0.6245024325519681,0.7434711643090316,0.5507418397626113,1
0.6262715612560814,0.7472796517954298,0.5510385756676558,1
0.6236178681999115,0.7529923830250272,0.5498516320474778,1
0.6187527642636002,0.7619695321001088,0.5471810089020771,1
0.6134453781512605,0.7679542981501633,0.544213649851632,1
0.605484298982751,0.7761153427638737,0.5462908011869436,1
0.5988500663423264,0.7853645266594124,0.5451038575667656,1
0.5961963732861566,0.7916213275299239,0.544213649851632,1
0.5944272445820433,0.8000544069640914,0.5385756676557863,1
0.5926581158779302,0.8049510337323177,0.5335311572700296,1
0.5908889871738169,0.809031556039173,0.5261127596439169,1
0.5904467049977886,0.808215451577802,0.5160237388724036,1
0.5961963732861566,0.8035908596300326,0.5068249258160238,1
0.5975232198142415,0.7959738846572362,0.4970326409495549,1
0.5939849624060151,0.7850924918389554,0.4899109792284866,1
0.5851393188854489,0.7731229597388466,0.4821958456973294,1
0.5767359575409111,0.7584330794341676,0.4777448071216617,1
0.5709862892525431,0.7410228509249184,0.4839762611275964,1
0.5692171605484299,0.720620239390642,0.4970326409495549,1
0.5696594427244582,0.6972252448313384,0.5094955489614243,1
0.5727554179566563,0.6841675734494015,0.5044510385756676,1
0.5709862892525431,0.6787268770402611,0.4851632047477744,1
0.5727554179566563,0.6738302502720348,0.471513353115727,1
0.5802742149491376,0.6667573449401524,0.4673590504451038,1
0.5846970367094206,0.6566920565832427,0.4703264094955489,1
0.5842547545333923,0.6490750816104461,0.4756676557863502,1
0.5913312693498453,0.6436343852013058,0.4762611275964392,1
0.6081379920389208,0.6436343852013058,0.4762611275964392,1
0.6329057938965059,0.6488030467899891,0.4777448071216617,1
0.6505970809376382,0.6553318824809575,0.4771513353115727,1
0.6572313135780629,0.6673014145810664,0.4824925816023739,1
0.6559044670499778,0.6806311207834603,0.4884272997032641,1
0.6510393631136665,0.6936887921653971,0.4922848664688427,1
0.6439628482972136,0.7067464635473341,0.4949554896142433,1
0.6351172047766475,0.7184439608269858,0.499406528189911,1
0.6249447147279965,0.7279651795429815,0.499406528189911,1
0.6152145068553737,0.735310119695321,0.4991097922848664,1
0.605484298982751,0.7407508161044614,0.4991097922848664,1
0.599734630694383,0.7431991294885746,0.499406528189911,1
0.5970809376382131,0.7453754080522307,0.5029673590504451,1
0.5966386554621849,0.7470076169749728,0.5074183976261127,1
0.5922158337019018,0.7472796517954298,0.5130563798219585,1
0.5833701901813357,0.7461915125136017,0.5145400593471811,1
0.5754091110128262,0.7442872687704026,0.5183976261127596,1
0.5740822644847413,0.7407508161044614,0.5181008902077151,1
0.5727554179566563,0.735854189336235,0.5142433234421365,1
0.5709862892525431,0.7328618063112078,0.511572700296736,1
0.5731977001326847,0.7282372143634385,0.5089020771513353,1
0.5785050862450243,0.7249727965179543,0.5091988130563798,1
0.5811587793011942,0.720620239390642,0.511572700296736,1
0.5900044228217602,0.7162676822633297,0.5136498516320475,1
0.5944272445820433,0.7162676822633297,0.513946587537092,1
0.5961963732861566,0.7151795429815017,0.5145400593471811,1
0.6001769128704113,0.7178998911860718,0.5157270029673591,1
0.6041574524546661,0.720620239390642,0.5157270029673591,1
0.6099071207430341,0.7263329706202394,0.5166172106824926,1
0.6134453781512605,0.7309575625680087,0.5166172106824926,1
