a1_x,a1_y,a1_z,label
0.5948695267580717,0.7418389553862894,0.5275964391691395,0
0.5961963732861566,0.7421109902067464,0.527893175074184,0
0.6001769128704113,0.7431991294885746,0.5272997032640949,0
0.6032728881026095,0.7437431991294886,0.526706231454006,0
0.6045997346306944,0.7445593035908596,0.526706231454006,0
0.6094648385670057,0.7451033732317737,0.526706231454006,0
0.6121185316231755,0.7453754080522307,0.5275964391691395,0
0.6147722246793454,0.7453754080522307,0.5287833827893175,0
0.6160990712074303,0.7467355821545157,0.5287833827893175,0
0.6178681999115435,0.7470076169749728,0.5287833827893175,0
0.6191950464396285,0.7453754080522307,0.5296735905044511,0
0.6174259177355153,0.7456474428726877,0.5311572700296736,0
0.6174259177355153,0.7451033732317737,0.5320474777448071,0
0.6152145068553737,0.7440152339499456,0.5329376854599407,0
0.616983635559487,0.7407508161044614,0.5338278931750742,0
0.6178681999115435,0.7399347116430903,0.5317507418397626,0
0.6174259177355153,0.7396626768226333,0.5311572700296736,0
0.620079610791685,0.7393906420021763,0.5314540059347181,0
0.6218487394957983,0.7377584330794341,0.5311572700296736,0
0.6214064573197701,0.7372143634385201,0.5311572700296736,0
0.6178681999115435,0.7374863982589771,0.5308605341246291,0
0.6143299425033171,0.7388465723612623,0.5314540059347181,0
0.6107916850950906,0.7393906420021763,0.5314540059347181,0
0.6076957098628926,0.7415669205658324,0.5314540059347181,0
0.6059265811587793,0.7418389553862894,0.5329376854599407,0
0.605484298982751,0.7423830250272034,0.5323442136498516,0
0.6045997346306944,0.7437431991294886,0.5338278931750742,0
0.6023883237505528,0.7440152339499456,0.5326409495548962,0
0.6023883237505528,0.7440152339499456,0.5326409495548962,0
0.6010614772224679,0.7423830250272034,0.5332344213649851,0
0.6001769128704113,0.7407508161044614,0.5344213649851632,0
0.6010614772224679,0.7396626768226333,0.5350148367952522,0
0.5992923485183547,0.7385745375408053,0.5382789317507418,0
0.5979655019902698,0.7374863982589771,0.5385756676557863,0
0.5984077841662981,0.7388465723612623,0.5388724035608309,0
0.5975232198142415,0.7399347116430903,0.5400593471810089,0
0.5961963732861566,0.7402067464635473,0.5373887240356083,0
0.5992923485183547,0.7412948857453754,0.5370919881305638,0
0.6010614772224679,0.7431991294885746,0.5362017804154303,0
0.6059265811587793,0.7429270946681176,0.5299703264094956,0
0.6099071207430341,0.7410228509249184,0.5272997032640949,0
0.6107916850950906,0.7377584330794341,0.5252225519287834,0
0.6107916850950906,0.73449401523395,0.5264094955489614,0
0.6103494029190624,0.7295973884657236,0.5272997032640949,0
0.6121185316231755,0.7249727965179543,0.5317507418397626,0
0.611233967271119,0.7217083786724701,0.5347181008902078,0
0.6116762494471473,0.7189880304678999,0.5385756676557863,0
0.6121185316231755,0.7170837867247007,0.540652818991098,0
0.6147722246793454,0.7149075081610446,0.541839762611276,0
0.6138876603272888,0.7140914036996736,0.5403560830860534,0
0.6147722246793454,0.7135473340587595,0.5385756676557863,0
0.616983635559487,0.7124591947769314,0.5385756676557863,0
0.6187527642636002,0.7108269858541894,0.5356083086053413,0
0.6183104820875719,0.7105549510337323,0.5364985163204747,0
0.622733303847855,0.7097388465723613,0.5362017804154303,0
0.6222910216718266,0.7100108813928183,0.5362017804154303,0
0.6236178681999115,0.7102829162132753,0.5400593471810089,0
0.622733303847855,0.7121871599564744,0.5427299703264095,0
0.6191950464396285,0.7168117519042437,0.5456973293768546,0
0.6165413533834586,0.7217083786724701,0.5462908011869436,0
0.6152145068553737,0.7255168661588683,0.5480712166172107,0
0.6138876603272888,0.7274211099020674,0.5492581602373887,0
0.6081379920389208,0.7295973884657236,0.5486646884272997,0
0.6050420168067226,0.7298694232861807,0.5516320474777449,0
0.6037151702786377,0.7298694232861807,0.5513353115727003,0
0.6023883237505528,0.7298694232861807,0.5540059347181009,0
0.6006191950464397,0.7290533188248096,0.5563798219584569,0
0.6023883237505528,0.7282372143634385,0.555786350148368,0
0.6041574524546661,0.7266050054406964,0.5528189910979229,0
0.6099071207430341,0.7244287268770403,0.5468842729970327,0
0.6152145068553737,0.7189880304678999,0.5350148367952522,0
0.6231755860238832,0.7138193688792165,0.5231454005934718,0
0.625829279080053,0.7089227421109902,0.5172106824925816,0
0.6364440513047325,0.7007616974972797,0.5175074183976262,0
0.6475011057054401,0.6928726877040261,0.5198813056379822,0
0.6514816452896949,0.6887921653971708,0.5181008902077151,0
0.6528084918177798,0.6844396082698585,0.5166172106824926,0
0.6550199026979213,0.6860718171926007,0.5142433234421365,0
0.6519239274657231,0.6860718171926007,0.5145400593471811,0
0.6541353383458647,0.6896082698585418,0.513946587537092,0
0.6492702344095533,0.6953210010881393,0.5100890207715133,0
0.6475011057054401,0.704570184983678,0.5071216617210682,0
0.6452896948252985,0.7127312295973884,0.5041543026706231,0
